Zone,Crop,Temp_14d_Avg,Humid_14d_Avg,Rain_14d_Total,Disease_Occurred
Central Narmada Valley,Wheat,13.1,67.7,7.0,0
Northern Hill Region of Chhattisgarh,Wheat,12.2,70.7,6.1,0
Bundelkhand,Wheat,12.4,58.0,1.1,0
Kymore Plateau & Satpura Hills,Soybean,30.6,57.4,4.5,1
Vindhyan Plateau,Wheat,24.1,33.7,9.6,0
Malwa Plateau,Wheat,19.7,90.8,4.3,0
Malwa Plateau,Wheat,23.2,53.7,0.5,0
Central Narmada Valley,Wheat,12.0,61.4,5.8,0
Kymore Plateau & Satpura Hills,Soybean,30.7,56.8,12.0,0
Central Narmada Valley,Soybean,35.3,68.6,11.3,1
Vindhyan Plateau,Wheat,17.2,54.8,9.4,0
Northern Hill Region of Chhattisgarh,Paddy,28.3,69.9,93.3,0
Nimar Plains,Soybean,42.4,58.3,14.2,1
Jhabua Hills,Black Gram,27.3,76.0,45.8,1
Malwa Plateau,Wheat,18.0,57.7,1.2,0
Kymore Plateau & Satpura Hills,Gram,22.1,57.9,2.5,0
Kymore Plateau & Satpura Hills,Paddy,30.1,59.8,0.8,0
Bundelkhand,Wheat,17.7,73.0,3.6,0
Kymore Plateau & Satpura Hills,Paddy,32.7,88.9,32.1,1
Kymore Plateau & Satpura Hills,Paddy,21.9,75.6,35.2,0
Satpura Highlands,Paddy,31.1,79.3,6.4,0
Bundelkhand,Wheat,29.5,48.3,3.6,0
Nimar Plains,Soybean,30.3,96.3,36.9,1
Chambal Valley,Sorghum,27.2,85.0,8.6,0
Malwa Plateau,Soybean,32.9,68.8,71.7,0
Kymore Plateau & Satpura Hills,Gram,10.1,43.3,3.2,0
Chambal Valley,Sorghum,29.7,91.9,26.8,1
Malwa Plateau,Soybean,29.6,85.9,23.0,1
Vindhyan Plateau,Paddy,33.3,69.9,18.4,0
Malwa Plateau,Maize,24.9,93.9,16.4,1
Northern Hill Region of Chhattisgarh,Maize,28.4,81.0,4.7,0
Jhabua Hills,Soybean,27.1,80.2,44.9,0
Northern Hill Region of Chhattisgarh,Niger,34.5,85.7,25.6,1
Northern Hill Region of Chhattisgarh,Wheat,28.2,66.2,2.6,1
Bundelkhand,Gram,16.9,69.3,16.1,0
Malwa Plateau,Maize,27.8,70.7,8.4,0
Satpura Highlands,Maize,29.2,75.8,5.6,0
Chambal Valley,Mustard,19.9,48.9,2.6,0
Malwa Plateau,Cotton,34.2,91.6,32.6,0
Malwa Plateau,Wheat,19.4,69.0,4.0,0
Nimar Plains,Sorghum,32.1,74.3,19.3,0
Malwa Plateau,Soybean,29.7,87.8,22.9,1
Chambal Valley,Mustard,20.0,37.8,5.8,0
Central Narmada Valley,Wheat,27.0,53.9,0.0,0
Chhattisgarh Plains,Kodo-Kutki,33.5,80.9,46.9,0
Northern Hill Region of Chhattisgarh,Wheat,12.3,38.1,8.7,0
Chhattisgarh Plains,Flaxseed,18.7,63.0,6.7,0
Chambal Valley,Sorghum,36.7,76.0,11.4,0
Chhattisgarh Plains,Flaxseed,14.6,68.7,5.9,0
Central Narmada Valley,Sugarcane,33.5,79.8,16.8,0
Satpura Highlands,Maize,29.4,79.2,25.1,0
Chambal Valley,Wheat,16.7,42.3,7.5,0
Kymore Plateau & Satpura Hills,Wheat,29.9,51.1,5.0,0
Chambal Valley,Sorghum,32.2,81.0,9.6,0
Jhabua Hills,Maize,26.9,88.7,2.0,1
Vindhyan Plateau,Paddy,32.5,78.6,32.0,0
Northern Hill Region of Chhattisgarh,Paddy,32.8,97.6,42.9,1
Vindhyan Plateau,Wheat,34.7,60.9,3.9,0
Central Narmada Valley,Wheat,19.7,50.3,3.9,0
Malwa Plateau,Cotton,27.3,89.8,10.4,0
Northern Hill Region of Chhattisgarh,Maize,27.0,86.2,10.8,1
Central Narmada Valley,Sugarcane,26.4,97.0,20.3,0
Jhabua Hills,Soybean,35.8,64.8,32.3,0
Central Narmada Valley,Sugarcane,25.2,103.3,5.0,1
Central Narmada Valley,Gram,16.9,33.3,8.3,0
Malwa Plateau,Maize,25.5,81.1,11.5,0
Satpura Highlands,Maize,28.4,57.1,28.0,0
Nimar Plains,Cotton,31.5,90.8,48.5,0
Northern Hill Region of Chhattisgarh,Niger,29.0,83.8,2.0,0
Chhattisgarh Plains,Kodo-Kutki,31.8,90.0,18.4,1
Central Narmada Valley,Wheat,16.9,36.8,3.5,0
Satpura Highlands,Maize,35.6,84.9,5.3,0
Jhabua Hills,Soybean,33.3,67.3,13.2,1
Vindhyan Plateau,Gram,10.6,67.7,3.8,0
Jhabua Hills,Cotton,28.9,59.5,19.9,1
Satpura Highlands,Coarse Millets,33.1,69.1,11.9,0
Chhattisgarh Plains,Kodo-Kutki,26.4,43.6,0.6,0
Chhattisgarh Plains,Flaxseed,11.0,58.1,0.9,0
Malwa Plateau,Wheat,20.6,41.1,0.5,0
Vindhyan Plateau,Paddy,29.4,75.8,56.7,0
Bundelkhand,Jowar,30.8,77.5,0.2,0
Bundelkhand,Lentil,24.9,80.8,0.3,0
Kymore Plateau & Satpura Hills,Gram,14.7,65.3,1.8,0
Satpura Highlands,Maize,29.4,66.0,12.2,0
Kymore Plateau & Satpura Hills,Paddy,27.6,79.6,88.1,0
Satpura Highlands,Maize,27.8,57.2,24.6,0
Chhattisgarh Plains,Paddy,27.2,63.2,51.3,0
Bundelkhand,Gram,16.8,79.7,3.0,0
Malwa Plateau,Wheat,25.0,64.5,1.7,0
Central Narmada Valley,Wheat,23.5,55.2,1.2,1
Satpura Highlands,Coarse Millets,28.6,87.5,2.8,0
Jhabua Hills,Cotton,34.9,85.5,57.4,1
Malwa Plateau,Soybean,30.1,52.7,1.1,0
Central Narmada Valley,Sugarcane,27.9,105.5,17.1,1
Kymore Plateau & Satpura Hills,Paddy,30.3,62.1,33.3,0
Malwa Plateau,Wheat,16.7,52.0,15.9,0
Bundelkhand,Lentil,17.4,58.9,1.4,0
Bundelkhand,Wheat,16.5,37.8,3.4,1
Chhattisgarh Plains,Kodo-Kutki,29.7,70.5,55.4,0
Satpura Highlands,Paddy,29.3,87.1,46.6,1
Chambal Valley,Sorghum,35.0,87.4,0.9,1
Chambal Valley,Sorghum,28.3,54.6,10.2,0
Kymore Plateau & Satpura Hills,Gram,19.8,42.2,15.4,0
Chambal Valley,Sorghum,33.2,96.2,25.9,1
Northern Hill Region of Chhattisgarh,Niger,37.7,80.6,22.1,1
Jhabua Hills,Maize,31.4,103.0,11.9,1
Malwa Plateau,Soybean,30.0,91.9,43.5,1
Chhattisgarh Plains,Flaxseed,12.3,33.1,6.3,0
Northern Hill Region of Chhattisgarh,Wheat,16.4,36.6,4.0,0
Satpura Highlands,Paddy,28.6,65.3,11.0,0
Northern Hill Region of Chhattisgarh,Maize,31.5,72.9,12.6,0
Northern Hill Region of Chhattisgarh,Paddy,25.1,71.1,12.7,0
Kymore Plateau & Satpura Hills,Soybean,34.8,88.0,42.0,1
Northern Hill Region of Chhattisgarh,Wheat,24.5,65.9,1.4,1
Chhattisgarh Plains,Flaxseed,22.0,52.5,6.4,0
Satpura Highlands,Maize,29.3,71.9,33.8,0
Chambal Valley,Sorghum,34.0,83.1,1.2,0
Chambal Valley,Mustard,14.4,65.5,12.2,0
Satpura Highlands,Coarse Millets,30.7,89.0,40.6,1
Jhabua Hills,Maize,27.4,83.3,17.7,0
Kymore Plateau & Satpura Hills,Soybean,31.4,56.4,17.9,1
Northern Hill Region of Chhattisgarh,Wheat,33.6,62.7,14.5,0
Northern Hill Region of Chhattisgarh,Wheat,21.2,69.5,1.5,0
Nimar Plains,Wheat,25.4,37.2,0.2,0
Central Narmada Valley,Wheat,22.6,90.0,5.8,0
Central Narmada Valley,Wheat,14.6,46.6,3.6,0
Vindhyan Plateau,Wheat,25.9,36.0,0.4,1
Chambal Valley,Wheat,8.2,34.7,1.5,0
Jhabua Hills,Maize,31.2,70.9,9.6,0
Northern Hill Region of Chhattisgarh,Wheat,20.3,64.1,0.6,0
Malwa Plateau,Maize,32.8,68.9,40.2,0
Central Narmada Valley,Sugarcane,30.0,79.5,10.9,0
Bundelkhand,Gram,17.9,59.4,1.3,0
Satpura Highlands,Maize,27.2,69.5,4.6,0
Northern Hill Region of Chhattisgarh,Maize,27.1,90.1,4.4,1
Jhabua Hills,Maize,25.8,82.6,15.3,0
Satpura Highlands,Maize,36.6,73.8,17.8,0
Chambal Valley,Wheat,17.9,72.1,3.1,0
Satpura Highlands,Coarse Millets,34.1,87.8,9.2,0
Kymore Plateau & Satpura Hills,Soybean,27.0,76.4,16.9,0
Vindhyan Plateau,Wheat,15.5,37.8,23.9,0
Nimar Plains,Cotton,29.0,84.0,25.1,0
Vindhyan Plateau,Gram,22.7,40.1,2.1,0
Chhattisgarh Plains,Flaxseed,26.4,94.6,1.5,0
Chhattisgarh Plains,Paddy,27.5,78.9,2.5,0
Satpura Highlands,Coarse Millets,30.4,78.3,22.0,0
Nimar Plains,Sorghum,32.8,84.8,68.0,0
Chambal Valley,Mustard,16.8,59.0,0.7,0
Vindhyan Plateau,Paddy,32.7,89.9,24.5,1
Chhattisgarh Plains,Paddy,33.2,71.3,78.7,0
Nimar Plains,Soybean,22.9,80.2,26.1,0
Satpura Highlands,Maize,30.8,79.9,97.8,1
Northern Hill Region of Chhattisgarh,Niger,23.4,65.0,0.3,0
Malwa Plateau,Wheat,24.1,36.3,8.3,0
Northern Hill Region of Chhattisgarh,Maize,34.2,67.8,3.1,0
Malwa Plateau,Wheat,26.0,23.7,3.5,0
Central Narmada Valley,Soybean,30.4,72.3,49.7,0
Bundelkhand,Jowar,26.3,74.7,12.8,0
Nimar Plains,Sorghum,32.4,91.5,0.1,1
Jhabua Hills,Soybean,30.6,58.0,7.6,0
Bundelkhand,Jowar,35.7,70.1,20.2,0
Bundelkhand,Gram,22.9,47.3,0.3,0
Northern Hill Region of Chhattisgarh,Wheat,17.4,57.5,1.8,0
Jhabua Hills,Black Gram,32.5,89.2,39.5,1
Nimar Plains,Sorghum,29.8,77.3,4.0,0
Nimar Plains,Wheat,25.4,44.9,0.0,0
Vindhyan Plateau,Gram,15.0,82.9,13.9,0
Malwa Plateau,Cotton,29.7,74.6,8.1,1
Jhabua Hills,Maize,32.6,107.7,2.4,1
Malwa Plateau,Wheat,16.4,65.7,4.2,1
Bundelkhand,Lentil,19.4,57.6,7.7,0
Kymore Plateau & Satpura Hills,Soybean,24.9,91.6,7.3,1
Central Narmada Valley,Soybean,18.6,86.5,18.0,1
Northern Hill Region of Chhattisgarh,Niger,28.9,96.7,9.6,1
Kymore Plateau & Satpura Hills,Wheat,23.4,60.7,9.7,0
Satpura Highlands,Paddy,25.2,84.4,9.1,0
Northern Hill Region of Chhattisgarh,Wheat,23.3,57.2,3.2,0
Central Narmada Valley,Gram,15.3,54.3,4.3,0
Central Narmada Valley,Gram,20.6,57.8,1.2,0
Kymore Plateau & Satpura Hills,Wheat,23.0,51.7,3.3,1
Malwa Plateau,Wheat,22.3,38.5,2.9,0
Kymore Plateau & Satpura Hills,Gram,16.3,58.5,12.3,0
Chambal Valley,Sorghum,31.6,77.9,11.5,0
Nimar Plains,Soybean,33.1,99.3,16.8,0
Chhattisgarh Plains,Kodo-Kutki,22.1,100.2,84.6,1
Chhattisgarh Plains,Flaxseed,16.6,57.0,12.2,0
Chhattisgarh Plains,Flaxseed,21.5,61.1,2.1,0
Malwa Plateau,Cotton,26.4,81.7,63.8,0
Chambal Valley,Wheat,27.7,55.1,4.8,0
Chambal Valley,Sorghum,29.3,96.3,58.5,1
Jhabua Hills,Cotton,19.2,65.9,37.3,0
Malwa Plateau,Wheat,12.8,56.7,0.8,0
Central Narmada Valley,Sugarcane,30.1,99.9,56.1,1
Satpura Highlands,Maize,24.3,91.7,101.8,1
Vindhyan Plateau,Wheat,16.7,48.7,19.2,0
Nimar Plains,Wheat,19.8,82.4,0.2,0
Malwa Plateau,Soybean,24.7,92.8,10.7,1
Chhattisgarh Plains,Kodo-Kutki,29.7,85.6,7.7,1
Vindhyan Plateau,Paddy,39.4,88.5,16.8,1
Central Narmada Valley,Sugarcane,27.1,69.8,17.9,0
Malwa Plateau,Soybean,29.7,102.7,2.5,1
Bundelkhand,Jowar,26.8,82.7,35.1,0
Malwa Plateau,Cotton,31.3,87.0,1.9,1
Jhabua Hills,Black Gram,31.3,93.1,28.6,1
Jhabua Hills,Maize,25.9,78.0,16.7,0
Jhabua Hills,Cotton,28.2,82.3,9.2,0
Jhabua Hills,Soybean,28.7,91.3,1.8,1
Bundelkhand,Lentil,20.7,52.2,3.3,0
Satpura Highlands,Maize,16.3,57.9,19.3,0
Central Narmada Valley,Sugarcane,25.8,77.7,15.2,1
Bundelkhand,Jowar,32.2,49.3,0.9,0
Malwa Plateau,Soybean,17.4,78.4,18.3,0
Nimar Plains,Cotton,27.2,73.1,1.7,0
Northern Hill Region of Chhattisgarh,Wheat,27.1,61.8,5.7,0
Malwa Plateau,Maize,28.7,88.9,4.0,0
Nimar Plains,Cotton,38.0,82.7,2.2,0
Vindhyan Plateau,Paddy,33.3,68.4,22.8,0
Chambal Valley,Wheat,22.6,48.8,6.4,0
Jhabua Hills,Maize,30.9,80.7,10.1,0
Bundelkhand,Gram,20.5,52.3,4.9,0
Malwa Plateau,Wheat,21.4,40.7,6.5,1
Jhabua Hills,Black Gram,28.1,107.0,27.9,1
Malwa Plateau,Cotton,24.2,62.0,22.2,0
Chambal Valley,Wheat,15.2,22.7,0.1,0
Northern Hill Region of Chhattisgarh,Paddy,21.6,80.9,32.4,0
Nimar Plains,Wheat,18.0,53.8,9.1,1
Satpura Highlands,Paddy,30.9,86.9,6.7,1
Chhattisgarh Plains,Flaxseed,21.2,41.4,5.7,0
Malwa Plateau,Maize,20.4,71.9,9.3,0
Chhattisgarh Plains,Kodo-Kutki,32.9,91.1,17.2,0
Chhattisgarh Plains,Paddy,28.2,92.8,14.1,1
Kymore Plateau & Satpura Hills,Wheat,24.0,67.8,23.8,0
Central Narmada Valley,Gram,20.6,54.8,0.3,0
Chhattisgarh Plains,Paddy,22.6,91.8,43.0,1
Malwa Plateau,Cotton,28.1,72.2,33.5,1
Chambal Valley,Wheat,22.3,53.9,1.3,1
Northern Hill Region of Chhattisgarh,Niger,31.1,102.0,16.2,1
Malwa Plateau,Maize,35.4,75.9,7.3,0
Central Narmada Valley,Soybean,27.6,91.1,20.0,1
Northern Hill Region of Chhattisgarh,Paddy,31.1,73.3,4.6,0
Bundelkhand,Gram,10.9,34.9,9.8,0
Nimar Plains,Sorghum,35.1,77.9,92.3,1
Northern Hill Region of Chhattisgarh,Niger,22.9,115.9,21.6,1
Chhattisgarh Plains,Kodo-Kutki,29.0,95.3,1.9,1
Northern Hill Region of Chhattisgarh,Niger,31.1,70.6,53.0,1
Kymore Plateau & Satpura Hills,Gram,25.8,43.5,2.3,0
Satpura Highlands,Coarse Millets,30.0,91.0,15.6,1
Chambal Valley,Wheat,22.0,63.8,2.8,0
Chambal Valley,Wheat,17.8,37.8,4.2,0
Kymore Plateau & Satpura Hills,Wheat,19.3,70.6,14.9,0
Chambal Valley,Mustard,12.9,22.0,4.9,0
Central Narmada Valley,Sugarcane,24.0,99.4,25.9,1
Bundelkhand,Lentil,17.3,51.2,1.0,0
Kymore Plateau & Satpura Hills,Soybean,26.3,72.6,20.2,0
Kymore Plateau & Satpura Hills,Gram,22.7,82.1,1.6,0
Northern Hill Region of Chhattisgarh,Maize,27.4,68.8,10.6,0
Kymore Plateau & Satpura Hills,Paddy,24.1,69.3,55.1,1
Chhattisgarh Plains,Paddy,29.0,88.8,8.5,1
Chhattisgarh Plains,Flaxseed,12.5,67.8,0.8,0
Kymore Plateau & Satpura Hills,Gram,22.8,52.2,0.2,0
Kymore Plateau & Satpura Hills,Gram,19.1,70.1,1.5,0
Nimar Plains,Cotton,32.9,120.8,18.6,1
Kymore Plateau & Satpura Hills,Soybean,28.4,67.3,13.8,0
Kymore Plateau & Satpura Hills,Gram,33.0,63.0,9.6,0
Chambal Valley,Wheat,17.4,75.8,1.7,0
Chhattisgarh Plains,Paddy,33.3,67.2,36.7,0
Malwa Plateau,Maize,30.6,96.1,3.8,0
Malwa Plateau,Cotton,36.3,89.0,9.1,1
Bundelkhand,Wheat,31.6,37.1,7.8,0
Central Narmada Valley,Wheat,16.4,50.8,7.3,0
Kymore Plateau & Satpura Hills,Wheat,15.0,64.2,0.6,0
Nimar Plains,Soybean,29.6,106.5,24.2,1
Northern Hill Region of Chhattisgarh,Niger,37.9,84.5,51.7,0
Bundelkhand,Lentil,16.4,52.1,11.1,0
Satpura Highlands,Maize,28.8,92.8,9.0,1
Satpura Highlands,Paddy,34.9,84.2,43.6,0
Malwa Plateau,Cotton,25.6,65.9,26.9,0
Nimar Plains,Sorghum,27.9,64.7,19.6,0
Kymore Plateau & Satpura Hills,Gram,17.0,53.1,2.4,0
Malwa Plateau,Cotton,22.5,89.5,0.2,1
Central Narmada Valley,Soybean,30.2,78.5,47.5,0
Central Narmada Valley,Sugarcane,26.9,65.2,15.4,0
Vindhyan Plateau,Paddy,28.5,59.6,26.4,1
Central Narmada Valley,Sugarcane,28.2,66.0,56.2,0
Vindhyan Plateau,Paddy,25.0,79.0,9.7,0
Kymore Plateau & Satpura Hills,Paddy,32.3,95.4,13.2,1
Central Narmada Valley,Wheat,22.2,77.5,4.7,0
Vindhyan Plateau,Paddy,25.0,65.9,64.2,0
Central Narmada Valley,Gram,25.3,31.3,11.1,0
Nimar Plains,Cotton,35.2,84.9,12.7,0
Vindhyan Plateau,Wheat,17.7,34.0,1.7,0
Vindhyan Plateau,Gram,12.0,37.4,6.3,0
Bundelkhand,Jowar,36.5,84.4,6.2,0
Vindhyan Plateau,Paddy,36.3,75.8,34.7,0
Malwa Plateau,Soybean,29.8,91.6,72.6,1
Bundelkhand,Gram,21.2,67.5,2.4,1
Vindhyan Plateau,Gram,8.5,74.9,4.2,0
Northern Hill Region of Chhattisgarh,Paddy,29.4,92.1,22.2,0
Northern Hill Region of Chhattisgarh,Niger,29.4,71.5,15.5,0
Jhabua Hills,Maize,28.4,99.0,30.5,1
Jhabua Hills,Soybean,29.2,80.5,10.9,0
Malwa Plateau,Wheat,18.8,37.3,1.3,0
Jhabua Hills,Cotton,28.7,74.6,41.7,1
Jhabua Hills,Cotton,29.3,78.9,11.5,1
Bundelkhand,Lentil,16.1,55.0,4.0,0
Central Narmada Valley,Soybean,33.1,66.5,6.6,0
Northern Hill Region of Chhattisgarh,Maize,26.5,99.1,11.6,1
Malwa Plateau,Cotton,28.3,80.6,23.2,0
Bundelkhand,Wheat,19.7,67.4,7.6,0
Malwa Plateau,Wheat,27.9,27.5,0.2,0
Jhabua Hills,Maize,28.5,84.6,18.1,0
Northern Hill Region of Chhattisgarh,Niger,34.7,68.9,8.4,0
Northern Hill Region of Chhattisgarh,Paddy,30.0,58.1,1.2,0
Satpura Highlands,Paddy,26.6,69.5,25.9,0
Central Narmada Valley,Soybean,36.3,79.7,0.1,1
Central Narmada Valley,Gram,25.2,37.4,7.9,0
Bundelkhand,Jowar,22.0,77.6,11.2,0
Northern Hill Region of Chhattisgarh,Maize,31.4,77.2,49.7,0
Nimar Plains,Cotton,35.9,69.5,27.8,0
Northern Hill Region of Chhattisgarh,Maize,34.0,96.3,13.2,1
Chhattisgarh Plains,Kodo-Kutki,36.8,92.4,1.7,1
Central Narmada Valley,Gram,28.6,67.1,7.1,0
Central Narmada Valley,Wheat,23.2,75.5,11.0,0
Jhabua Hills,Cotton,29.1,46.5,1.4,1
Northern Hill Region of Chhattisgarh,Paddy,30.2,103.1,0.6,1
Nimar Plains,Sorghum,23.8,81.7,3.2,0
Satpura Highlands,Maize,32.1,80.1,21.4,1
Satpura Highlands,Coarse Millets,34.7,79.0,15.9,1
Chambal Valley,Mustard,24.6,53.1,13.9,0
Bundelkhand,Wheat,27.2,28.5,7.9,0
Chhattisgarh Plains,Paddy,27.1,84.9,42.1,0
Bundelkhand,Jowar,27.0,76.3,17.7,0
Nimar Plains,Sorghum,21.0,85.2,1.7,1
Malwa Plateau,Maize,31.9,77.0,9.1,0
Chambal Valley,Wheat,28.7,19.9,2.6,0
Chambal Valley,Sorghum,29.6,77.6,42.8,0
Bundelkhand,Gram,19.7,68.4,3.8,0
Northern Hill Region of Chhattisgarh,Niger,32.4,92.8,19.3,1
Vindhyan Plateau,Wheat,15.8,42.6,5.2,1
Chhattisgarh Plains,Flaxseed,21.1,47.5,9.8,0
Bundelkhand,Gram,32.3,48.4,1.6,0
Bundelkhand,Lentil,22.7,43.0,2.7,0
Chambal Valley,Mustard,11.7,76.5,17.4,0
Central Narmada Valley,Sugarcane,29.8,93.8,0.1,1
Nimar Plains,Soybean,32.9,76.9,100.0,0
Nimar Plains,Wheat,18.6,65.8,6.1,0
Vindhyan Plateau,Wheat,21.3,20.4,3.3,0
Northern Hill Region of Chhattisgarh,Maize,37.4,90.8,5.4,1
Central Narmada Valley,Gram,23.9,32.4,6.7,0
Chhattisgarh Plains,Kodo-Kutki,37.1,87.7,22.4,1
Northern Hill Region of Chhattisgarh,Maize,32.4,83.4,3.5,0
Nimar Plains,Cotton,26.3,86.4,22.7,1
Jhabua Hills,Soybean,30.5,99.7,55.4,1
Nimar Plains,Wheat,22.0,95.8,1.3,0
Northern Hill Region of Chhattisgarh,Wheat,21.9,62.1,25.3,0
Northern Hill Region of Chhattisgarh,Paddy,28.9,91.4,15.7,1
Vindhyan Plateau,Paddy,29.4,88.1,76.4,1
Vindhyan Plateau,Paddy,18.3,66.3,20.9,0
Nimar Plains,Cotton,36.4,72.9,40.1,1
Central Narmada Valley,Soybean,31.0,78.3,37.3,0
Vindhyan Plateau,Gram,10.4,44.1,3.4,0
Jhabua Hills,Maize,34.4,86.8,111.0,1
Vindhyan Plateau,Paddy,33.8,89.9,2.3,1
Central Narmada Valley,Gram,19.3,44.3,3.6,0
Satpura Highlands,Coarse Millets,29.7,86.2,39.6,0
Chambal Valley,Mustard,15.9,60.6,0.3,0
Jhabua Hills,Maize,25.9,55.4,15.9,0
Chambal Valley,Sorghum,31.7,81.6,39.6,0
Chambal Valley,Sorghum,34.6,67.3,43.8,0
Vindhyan Plateau,Wheat,21.2,48.8,1.9,0
Chhattisgarh Plains,Flaxseed,6.2,74.3,9.9,1
Nimar Plains,Wheat,28.1,52.8,2.9,0
Chambal Valley,Mustard,23.9,57.7,2.5,0
Central Narmada Valley,Wheat,16.3,64.3,2.0,0
Central Narmada Valley,Gram,17.5,36.8,11.5,0
Northern Hill Region of Chhattisgarh,Wheat,23.4,39.3,0.1,0
Bundelkhand,Wheat,24.5,44.3,9.6,0
Vindhyan Plateau,Gram,14.2,22.8,8.9,0
Chhattisgarh Plains,Flaxseed,22.6,34.6,5.6,0
Chambal Valley,Wheat,22.0,19.8,0.3,0
Northern Hill Region of Chhattisgarh,Wheat,13.7,58.0,2.1,0
Northern Hill Region of Chhattisgarh,Niger,24.3,70.1,8.0,0
Chambal Valley,Sorghum,37.1,90.4,115.6,0
Northern Hill Region of Chhattisgarh,Maize,34.4,90.1,45.0,1
Vindhyan Plateau,Paddy,25.3,85.6,21.0,1
Satpura Highlands,Maize,30.5,57.0,24.3,1
Malwa Plateau,Soybean,23.6,75.1,3.2,1
Central Narmada Valley,Wheat,23.8,42.2,1.7,0
Satpura Highlands,Maize,23.3,56.0,1.7,0
Northern Hill Region of Chhattisgarh,Wheat,19.2,61.9,2.8,0
Chambal Valley,Wheat,17.9,25.1,7.9,0
Kymore Plateau & Satpura Hills,Wheat,14.2,57.1,3.6,0
Chhattisgarh Plains,Kodo-Kutki,22.9,76.4,6.6,1
Chambal Valley,Sorghum,27.1,67.0,82.3,0
Central Narmada Valley,Soybean,37.0,85.1,56.8,1
Kymore Plateau & Satpura Hills,Gram,24.1,46.1,1.6,0
Malwa Plateau,Maize,25.5,104.5,32.4,1
Chhattisgarh Plains,Paddy,27.3,74.5,2.4,0
Kymore Plateau & Satpura Hills,Gram,19.1,66.1,0.2,0
Kymore Plateau & Satpura Hills,Paddy,32.6,83.9,25.1,0
Northern Hill Region of Chhattisgarh,Wheat,17.5,51.9,4.7,0
Satpura Highlands,Paddy,23.9,78.3,48.0,0
Nimar Plains,Cotton,31.5,69.8,6.0,0
Vindhyan Plateau,Wheat,24.3,69.9,1.7,0
Malwa Plateau,Cotton,29.9,83.7,40.5,0
Satpura Highlands,Maize,30.7,77.8,32.8,0
Satpura Highlands,Coarse Millets,30.5,86.9,21.6,1
Satpura Highlands,Paddy,29.4,84.2,14.6,0
Central Narmada Valley,Gram,24.4,33.4,12.9,0
Bundelkhand,Gram,15.3,41.8,9.8,0
Northern Hill Region of Chhattisgarh,Maize,28.4,66.5,51.3,0
Malwa Plateau,Maize,31.0,77.3,12.5,0
Chambal Valley,Sorghum,28.5,83.6,2.9,1
Jhabua Hills,Black Gram,29.6,75.8,0.4,0
Chambal Valley,Sorghum,23.6,84.5,3.7,0
Central Narmada Valley,Soybean,28.8,96.4,62.4,1
Chambal Valley,Mustard,23.6,56.0,2.4,0
Northern Hill Region of Chhattisgarh,Maize,24.7,67.1,22.8,0
Bundelkhand,Lentil,12.2,64.1,23.3,0
Kymore Plateau & Satpura Hills,Soybean,31.5,72.7,7.8,0
Jhabua Hills,Maize,29.7,85.2,45.0,0
Satpura Highlands,Maize,31.4,64.4,17.6,0
Northern Hill Region of Chhattisgarh,Niger,27.6,83.1,28.7,0
Chambal Valley,Wheat,14.9,36.3,7.2,0
Chhattisgarh Plains,Kodo-Kutki,28.3,92.9,2.6,1
Vindhyan Plateau,Paddy,24.5,78.7,24.7,1
Bundelkhand,Wheat,20.2,70.2,3.4,1
Vindhyan Plateau,Wheat,16.5,64.5,3.9,0
Chambal Valley,Mustard,26.4,49.1,11.3,0
Chambal Valley,Sorghum,29.1,82.9,24.3,0
Satpura Highlands,Maize,29.3,69.3,9.2,1
Malwa Plateau,Cotton,22.5,87.1,12.5,1
Malwa Plateau,Wheat,22.0,38.2,1.2,0
Northern Hill Region of Chhattisgarh,Niger,37.0,73.1,5.0,0
Kymore Plateau & Satpura Hills,Soybean,33.7,73.8,23.1,0
Satpura Highlands,Coarse Millets,33.9,81.3,28.1,0
Vindhyan Plateau,Paddy,33.8,93.4,86.2,1
Chhattisgarh Plains,Kodo-Kutki,31.1,78.9,16.8,0
Central Narmada Valley,Sugarcane,30.7,55.6,52.9,0
Northern Hill Region of Chhattisgarh,Maize,29.9,87.9,17.5,1
Kymore Plateau & Satpura Hills,Paddy,29.2,87.2,12.6,1
Chambal Valley,Sorghum,32.2,86.8,68.6,1
Kymore Plateau & Satpura Hills,Wheat,27.0,50.5,6.2,0
Jhabua Hills,Soybean,30.8,94.5,29.3,1
Vindhyan Plateau,Wheat,25.3,45.1,11.8,0
Vindhyan Plateau,Gram,19.6,70.7,3.0,0
Satpura Highlands,Coarse Millets,36.9,86.5,46.1,1
Kymore Plateau & Satpura Hills,Wheat,25.5,53.0,8.6,0
Satpura Highlands,Paddy,26.7,75.8,2.2,0
Chhattisgarh Plains,Paddy,34.1,59.3,5.2,1
Northern Hill Region of Chhattisgarh,Wheat,15.8,48.3,1.7,0
Chambal Valley,Wheat,23.3,53.5,5.7,0
Northern Hill Region of Chhattisgarh,Maize,29.9,78.6,33.7,0
Vindhyan Plateau,Wheat,18.5,79.9,11.5,0
Malwa Plateau,Wheat,21.4,55.1,3.6,0
Central Narmada Valley,Gram,18.2,47.8,6.1,0
Nimar Plains,Cotton,30.9,83.0,40.1,0
Central Narmada Valley,Sugarcane,29.2,85.4,12.7,1
Kymore Plateau & Satpura Hills,Soybean,31.8,95.7,21.3,1
Bundelkhand,Jowar,20.6,59.7,21.9,0
Kymore Plateau & Satpura Hills,Soybean,28.6,88.8,12.0,1
